番号,単語,意味
4909,tide,潮（の干満）、潮流、上げ潮
4910,tidy,きちんとした、満足な、なかなかよい
4911,tie,ネクタイ、結び目、同点、つながり
4912,tight,きつい、ぎっしり詰まった、ケチな、厄介な、厳格な、堅く
4913,tighten,を固く締める、を強化する
4914,timber,【英】木材
4915,time,時間、回数、倍、（―s）情勢，時代
4916,timetable,（乗物の）時刻表
4917,timid,臆病な、内気な
4918,tiny,とても小さい、ごくわずかの
4919,tip,先（端）、チップ、秘訣
4920,tiresome,退屈な、骨の折れる、厄介な
4921,tissue,組織、ティッシュペーパー
4922,title,肩書、タイトル、作品
4923,tobacco,（刻み）タバコ
4924,toddler,幼児
4925,toe,足の指、つま先
4926,toil,骨を折って働く、苦労して進む
4927,token,しるし、代用硬貨、商品券
4928,tolerable,許容できる、我慢できる
4929,tolerant,寛容な、包容力のある
4930,tolerate,耐える、抵抗力がある、黙認する、許す
4931,toll,損害（の程度）、死傷者数、通行料
4932,toll-free,（通行料・通話料が）無料の
4933,tomb,墓石、墓
4934,ton,(重量単位)トン、大量
4935,tone,音色、音調、調子、色合い、～の調子を変える
4936,tongue,言語、言葉、舌、話しぶり
4937,tool,道具、工具、商売道具、手段
4938,tooth,歯
4939,top,（通例the）頂上、最高位
4940,topic,話題、トピック、主題
4941,topple,を倒す、ぐらつく、ぐらついて倒れる
4942,torch,たいまつ
4943,torment,ひどく苦しめる、ねじ曲げる
4944,tornado,竜巻
4945,torture,拷問、苦痛、拷問にかける、ひどく苦しめる、曲解する
4946,total,まったくの、統計の、合計
4947,touchy,厄介な、敏感な
4948,tough,かたい、丈夫な、難しい、困難な、不幸な
4949,tour,（観光）旅行（見学）（をする）
4950,tourism,観光
4951,tout,しつこく勧める（勧誘する）
4952,toward,の方へ
4953,toxic,有毒な、中毒性の
4954,trace,跡、追跡する、見つけ出す
4955,track,追う、通った跡、走路、線路、小道
4956,tracker,追跡者（機器）
4957,tract,〔器官の〕管、道、大きな広がり
4958,trade,貿易、職業、商売、売買する、交換する
4959,tradition,伝統、慣習、伝説
4960,traffic,交通、通行、交通［輸送］量、取引
4961,trafficking,不正取引、密売
4962,tragedy,悲劇（的な事態）
4963,tragic,悲惨な、悲劇的な
4964,trail,追跡する、引きずる、跡、小道
4965,trait,（性格・習慣などの）特色
4966,traitor,裏切り者
4967,trance,催眠状態
4968,tranquil,穏やかな
4969,tranquility,平穏、静寂
4970,tranquilizer,精神安定剤
4971,transact,商取引を行う、処理する
4972,transaction,（業務の）処理、取引、議事録
4973,transcend,超越する、を超越する、をしのぐ
4974,transcription,書写 文字起こし
4975,transfer,移動(する)、譲渡(する)、移転(する)、乗り換え(る)
4976,transform,変形させる、一変させる
4977,transient,一時的な、束の間の、浮浪者、短期滞在客
4978,transition,推移、移り変わり、過渡期、変わり目
4979,transitional,移り変わる、移行の、過渡的な
4980,translate,翻訳する、解釈する、)移す
4981,translation,翻訳(書)、移行
4982,translucent,半透明の
4983,transmit,送る、伝える、伝染させる
4984,transmogrify,を一変させる
4985,transparent,透明な、見え透いた、明白な、わかりやすい、率直な
4986,transplant,移動させる、移植する、移植（手術）
4987,transport,輸送する、（be～ed)夢中になる、いっぱいになる
4988,transportation,交通機関、輸送
4989,trap,わな、策略、罠で捕らえる、だます、閉じ込める
4990,trash,ゴミ
4991,traumatic,トラウマになる、ショッキングな
4992,travel,旅行する、進む、（光・音などが）伝わる、旅行
4993,treacherous,不誠実な、裏切りの、当てにならない
4994,treasure,大事にする、宝物、貴重品
4995,treat,処理する、治療する、おごる、おごり、もてなし
4996,treaty,（国家間の）条約、協定
4997,tremble,震える、感動する、を動かす、震える、振動する
4998,tremendous,（数量・程度・強さなどが）ものすごい、素晴らしい
4999,trend,傾向、流行
5000,trespass,(不法)侵入する、侵害する
5001,trial,試み、（品質・性能などの）試験、裁判、試用期間
5002,triangle,三角形
5003,tribal,種族の、部族の
5004,tribe,部族、仲間
5005,trick,だます、計略、いたずら、秘訣、芸
5006,tricky,扱いにくい、こつのいる、ずるい、狡猾な
5007,trifle,ささいな事、くだらない物、少量
5008,trigger,誘発する、（銃の）引き金、誘因
5009,trim,切り取る
5010,triple,３倍になる、を３倍にする
5011,triumph,勝利、大勝利、勝利を得る、勝利を喜ぶ
5012,trivial,ささいな、取るに足りない、ありふれた
5013,troop,軍隊、兵士たち、一団、群れをなして進む
5014,tropic,熱帯地方、回帰線
5015,tropical,熱帯の、熱烈な
5016,trouble,困ること、問題（点）、骨折り、悩ませる、迷惑をかける
5017,trunk,(木の)幹、（自動車の）トランク
5018,trust,信頼、（財産などの）委託、を信頼する
5019,trustworthy,信頼〔信用〕できる、頼りになる、当てになる
5020,truth,真実、事実、真理、誠実
5021,tube,管、[英]地下鉄
5022,tuition,授業料、個人指導
5023,tumble,転ぶ、暴落する、倒す、ひっくり返す、転落、暴落
5024,tumor,腫瘍、はれ
5025,tumor/tumour,腫瘍、腫れ物
5026,tuna,マグロ
5027,tune,メロディ、曲、適応させる、合っている
5028,turmoil,混乱
5029,turn,変わる（える）、回転する（させる）、曲がる（げる）、順番
5030,turtle,カメ、ウミガメ
5031,tutor,家庭教師、個人電話、 個人的に教える
5032,tweet,つぶやく
5033,twin,双子の一方、対をなす
5034,twist,より合わせる、曲げる、ねじれ
5035,type,タイプ、型
5036,typical,典型的な、特有の
5037,typically,通常、概して、典型的に
5038,typify,の典型となる
5039,tyranny,暴政、暴虐、制圧、専制〔独裁〕政治
5040,tyrant,暴君、専制君主
5041,ubiquitous,至る所に存在する、どこにでも現れる
5042,ugly,醜い、不快な、けしからぬ
5043,ultimate,究極（的）の、最終（的）の、最高の
5044,ultimately,最終的に
5045,ultraviolet,紫外線、紫外線の
5046,unanimous,全員一致の、同意見の
5047,unanimously,満場一致で
5048,unauthorized,権限のない、(公的に)認可されていない
5049,unaware,気づかないで、知らないで
5050,uncertain,はっきり分からない、(人が)確信がない
5051,unchanged,変化していない、元のままの
5052,unconditional,無条件の、絶対的な
5053,uncover,暴く、発掘する
5054,underestimate,過小評価する、軽く見る、少なく見積もる
5055,underfed,栄養失調の
5056,undergo,経験する、受ける
5057,undergraduate,大学生
5058,underground,地下の（に、で）、地下（鉄壁）
5059,underlie,背後にある、基礎となる、下にある
5060,underlying,根本的な
5061,undermine,害する、傷つける、侵食する、下を掘る
5062,underrate,～を過小評価する
5063,underscore,に下線を引く、を強調する
5064,understandable,もっともな、当然の、理解できる、わかる
5065,understate,を控えめに言う
5066,undertake,引き受ける、保証する、に着手する
5067,undo,はずす、ほどく、元通りにする、帳消しにする、破滅させる
5068,undone,元に戻る
5069,undoubtedly,確かに、(文修飾)明らかに
5070,unearth,（偶然）～を見つける、～を発掘する
5071,unease,不安、心配
5072,uneasy,不安な、落ち着かない、ぎこちない
5073,unemployment,失業（状態）、失業率
5074,unequal,(権利などが)不平等な
5075,uneven,でこぼこな、平でない
5076,unexpected,思いがけない、不意の
5077,unfairly,不当に、不公平に
5078,unfamiliar,不慣れな、よく知られていない
5079,unfold,開く、明らかにする、開く、明らかになる
5080,unfortunately,残念なことに、不幸にも
5081,uniform,同一の、均等の、制服
5082,unify,統合［統一］する、統一される
5083,union,労働組合、結合、団結、一致、連邦
5084,unique,唯一の、特有の、類のない
5085,uniquely,比類なく、独特に
5086,unit,1個、1人、（構成などの）単位
5087,unite,結合する、団結させる、まとめる
5088,unity,結束、統合、単一（性）、一貫性
5089,universal,普遍的な、全員の、万能の、宇宙の、世界中の
5090,universe,宇宙
5091,university,（総合）大学
5092,unknown,不明の、（～に）知られていない（to）、無名の
5093,unleash,（抑えていたもの）を爆発させる
5094,unless,…でない限り
5095,unlike,と異なって、異なった
5096,unorthodox,型破りの
5097,unperturbed,心を乱されない、落ち着いた
5098,unpleasant,不愉快な、不親切な、無礼な
5099,unpopular,人気がない、不評の、はやらない
5100,unprecedented,前例のない、空前の
5101,unpredictable,変わりやすい、予測できない
5102,unproductive,非生産的な、良い結果を生まない
5103,unravel,解明する
5104,unrelated,無関係の、血縁関係がない
5105,unrest,(社会的な)混乱、不安、(心の)動揺
5106,unsafe,安全でない、危険な
5107,unsound,不健康な
5108,until,①～まで（ずっと)[接] ②～まで（ずっと）
5109,unusual,普通でない
5110,unveil,のベール(おおい)を取る、を明らかにする
5111,unwarranted,不当な、保証されていない、公認されていない
5112,unwittingly,知らずに、うっかり
5113,upbringing,(子供の)養育、しつけ
5114,upcoming,今度の、近づく、やってくる
5115,update,最新のものにする、アップデートする
5116,upgrade,改良する
5117,upheaval,大変、激変
5118,uphold,を支持する、を確認する、を維持する
5119,uplifting,高揚させる
5120,upper,上部の、上級の
5121,upright,まっすぐな、直立した、まっすぐに、直立して
5122,uproar,大騒ぎ、騒動
5123,uproot,根こそぎ引き抜く、根絶する
5124,upscale,高所得者層
5125,upset,あわてさせる、ひっくり返す、腹を立てて
5126,upside,良い面
